0,0.00072
2e-09,0.00144
4e-09,0.0028
6e-09,0.00396
8e-09,0.00488
1e-08,0.00576
1.2e-08,0.00656
1.4e-08,0.00764
1.6e-08,0.00868
1.8e-08,0.00964
2e-08,0.01064
2.2e-08,0.0116
2.4e-08,0.01256
2.6e-08,0.01336
2.8e-08,0.01436
3e-08,0.01528
3.2e-08,0.01632
3.4e-08,0.01732
3.6e-08,0.01844
3.8e-08,0.01968
4e-08,0.02056
4.2e-08,0.0214
4.4e-08,0.02192
4.6e-08,0.0226
4.8e-08,0.02348
5e-08,0.02408
5.2e-08,0.02528
5.4e-08,0.0262
5.6e-08,0.02716
5.8e-08,0.02804
6e-08,0.02908
6.2e-08,0.02996
6.4e-08,0.03112
6.6e-08,0.03204
6.8e-08,0.03288
7e-08,0.03364
7.2e-08,0.03472
7.4e-08,0.0358
7.6e-08,0.03692
7.8e-08,0.03804
8e-08,0.0386
8.2e-08,0.03936
8.4e-08,0.0402
8.6e-08,0.0414
8.8e-08,0.04228
9e-08,0.04352
9.2e-08,0.0444
9.4e-08,0.04532
9.6e-08,0.04608
9.8e-08,0.047
1e-07,0.04808
1.02e-07,0.04876
1.04e-07,0.04976
1.06e-07,0.05088
1.08e-07,0.05184
1.1e-07,0.0528
1.12e-07,0.05392
1.14e-07,0.05512
1.16e-07,0.05612
1.18e-07,0.05724
1.2e-07,0.05844
1.22e-07,0.05932
1.24e-07,0.06004
1.26e-07,0.06072
1.28e-07,0.0618
1.3e-07,0.06268
1.32e-07,0.063
1.34e-07,0.064
1.36e-07,0.06508
1.38e-07,0.066
1.4e-07,0.06724
1.42e-07,0.06792
1.44e-07,0.06924
1.46e-07,0.07036
1.48e-07,0.0714
1.5e-07,0.07236
1.52e-07,0.07308
1.54e-07,0.0738
1.56e-07,0.07464
1.58e-07,0.0752
1.6e-07,0.07636
1.62e-07,0.07728
1.64e-07,0.0778
1.66e-07,0.0784
1.68e-07,0.07908
1.7e-07,0.08
1.72e-07,0.08092
1.74e-07,0.08156
1.76e-07,0.08228
1.78e-07,0.08284
1.8e-07,0.08372
1.82e-07,0.08424
1.84e-07,0.08524
1.86e-07,0.086
1.88e-07,0.08676
1.9e-07,0.08768
1.92e-07,0.08876
1.94e-07,0.08956
1.96e-07,0.09032
1.98e-07,0.09152
2e-07,0.09264
2.02e-07,0.0932
2.04e-07,0.09428
2.06e-07,0.095
2.08e-07,0.09572
2.1e-07,0.09708
2.12e-07,0.09812
2.14e-07,0.09888
2.16e-07,0.0996
2.18e-07,0.10024
2.2e-07,0.1012
2.22e-07,0.10212
2.24e-07,0.10336
2.26e-07,0.1042
2.28e-07,0.105
2.3e-07,0.10596
2.32e-07,0.10676
2.34e-07,0.10772
2.36e-07,0.10912
2.38e-07,0.11004
2.4e-07,0.11076
2.42e-07,0.11164
2.44e-07,0.1124
2.46e-07,0.11324
2.48e-07,0.11428
2.5e-07,0.11528
2.52e-07,0.11608
2.54e-07,0.1168
2.56e-07,0.11732
2.58e-07,0.11812
2.6e-07,0.1192
2.62e-07,0.12
2.64e-07,0.12076
2.66e-07,0.1222
2.68e-07,0.12304
2.7e-07,0.12408
2.72e-07,0.12532
2.74e-07,0.12596
2.76e-07,0.12704
2.78e-07,0.12764
2.8e-07,0.12848
2.82e-07,0.1294
2.84e-07,0.13012
2.86e-07,0.13092
2.88e-07,0.13164
2.9e-07,0.13228
2.92e-07,0.1332
2.94e-07,0.13408
2.96e-07,0.13456
2.98e-07,0.1354
3e-07,0.13596
3.02e-07,0.13696
3.04e-07,0.13796
3.06e-07,0.13904
3.08e-07,0.14024
3.1e-07,0.141
3.12e-07,0.14184
3.14e-07,0.14272
3.16e-07,0.14372
3.18e-07,0.14472
3.2e-07,0.14556
3.22e-07,0.14648
3.24e-07,0.14712
3.26e-07,0.1478
3.28e-07,0.1486
3.3e-07,0.14936
3.32e-07,0.15036
3.34e-07,0.15128
3.36e-07,0.15212
3.38e-07,0.15304
3.4e-07,0.15384
3.42e-07,0.15472
3.44e-07,0.15572
3.46e-07,0.15616
3.48e-07,0.15692
3.5e-07,0.15768
3.52e-07,0.15848
3.54e-07,0.15936
3.56e-07,0.16028
3.58e-07,0.16116
3.6e-07,0.16216
3.62e-07,0.16276
3.64e-07,0.16388
3.66e-07,0.16468
3.68e-07,0.16544
3.7e-07,0.16632
3.72e-07,0.16736
3.74e-07,0.16812
3.76e-07,0.16916
